uuid,events
bfdc580a-4d31-48f5-9e9a-97d1a7adf574,"[""foul"", ""foul"", ""foul"", ""foul"", ""score""]"
049368c3-d2e4-4f69-afde-c4e69f4ec258,"[""caution"", ""foul"", ""score"", ""foul"", ""substitution"", ""score""]"
fa68871e-99ca-4c94-9bb8-f1adb8687dfa,"[""sending-off"", ""sending-off"", ""caution""]"
ef4d4576-c6cc-4b9c-a32a-cd5b5eaad74c,"[""foul"", ""foul"", ""caution""]"
fe39eaaf-9ef9-49a6-ad45-90c7a36ec5a0,"[""substitution"", ""sending-off"", ""caution""]"
f68b07ca-07bb-4701-bdb4-16645208652d,"[""sending-off"", ""substitution"", ""sending-off"", ""caution"", ""sending-off""]"
6201f42d-35f9-4c78-adb7-97b59faf1bb2,"[""score"", ""score"", ""sending-off"", ""score""]"
530146b8-e83f-4dff-a856-182363a6a1dc,"[""foul"", ""foul"", ""sending-off"", ""caution"", ""caution"", ""score""]"
4eb92eb4-59aa-4a35-9551-f930120cce90,"[""caution"", ""substitution"", ""score"", ""foul""]"
b4164da0-efa5-41c1-84cb-5e2ca9bd53a4,"[""substitution"", ""foul"", ""foul"", ""substitution"", ""sending-off"", ""score""]"
bb01abe7-ae68-4ff6-aa33-e5816beeab18,"[""sending-off"", ""sending-off"", ""substitution"", ""sending-off"", ""caution""]"
61918242-4cf2-4044-8fd8-01629a19d20a,"[""sending-off"", ""caution"", ""foul""]"
6e3b2a84-d41f-4de0-8801-0a06d56b7e07,"[""substitution"", ""sending-off"", ""foul"", ""foul""]"
d479635e-653a-470f-9ed3-9e3a38f17ed5,"[""score"", ""caution"", ""substitution""]"
fbd69be7-5a4a-4216-8dc0-f4041af7300c,"[""substitution"", ""caution"", ""foul"", ""substitution"", ""substitution"", ""sending-off""]"
0bae05a8-33ad-4d6b-9215-92f70bf82306,"[""score"", ""substitution"", ""foul""]"
62cd1f9f-e4d4-4b2d-97ae-337bc9a36ef4,"[""foul"", ""sending-off"", ""foul"", ""caution""]"
57d3949e-0157-4ace-954c-809caf0dc6ff,"[""score"", ""caution"", ""score"", ""score"", ""caution"", ""substitution""]"
672729c5-4c91-4ed1-98eb-2d8740d25ef9,"[""score"", ""sending-off"", ""score"", ""score"", ""foul"", ""foul""]"
f59e85b8-c967-4985-a022-07bb3959a822,"[""score"", ""sending-off"", ""foul"", ""caution""]"
6a05e7dd-c5b3-4c41-9f31-3117ec6836bb,"[""substitution"", ""score"", ""foul"", ""sending-off""]"
2980069e-917f-4497-ba74-97a4128772d6,"[""score"", ""sending-off"", ""substitution"", ""score"", ""sending-off"", ""substitution""]"
19d33699-9d84-4d19-b0e7-a82141e71df1,"[""foul"", ""sending-off"", ""caution""]"
bffccc26-daeb-457c-8c21-884d4f70b52a,"[""caution"", ""sending-off"", ""score"", ""substitution""]"
f19e5d02-4d81-461f-b967-ef31da2e893c,"[""score"", ""sending-off"", ""sending-off"", ""score"", ""substitution""]"
f36a1823-3090-4891-ab13-edb9591d006d,"[""substitution"", ""foul"", ""foul"", ""sending-off""]"
fca4e5ee-776f-4c87-a084-3407706121b2,"[""substitution"", ""foul"", ""score"", ""sending-off"", ""sending-off""]"
e2a80e0b-1672-4f5a-9c22-c1a8304bd004,"[""caution"", ""foul"", ""foul""]"
ecefa3ab-e11a-40c4-8b60-3966b1505d7b,"[""sending-off"", ""substitution"", ""foul"", ""score"", ""caution"", ""score""]"
e5c0ec73-b2a0-4beb-9fc4-33b4311e42bf,"[""foul"", ""sending-off"", ""caution"", ""score"", ""foul""]"
5e55856a-af8e-43e9-8ab8-e0e1783d0f1b,"[""score"", ""substitution"", ""caution""]"
9861c00a-bb75-4d75-b823-08e8b2a450fb,"[""caution"", ""sending-off"", ""caution"", ""foul"", ""score""]"
d6cdbd48-f2f6-4cb3-b416-d333302d8014,"[""caution"", ""foul"", ""sending-off""]"
6252dff2-3923-4219-acde-6a5dfec0f65c,"[""caution"", ""foul"", ""caution""]"
3fb021f3-3d9d-4751-b2fc-ecdb4ebd03f9,"[""foul"", ""caution"", ""score""]"
437921f1-516b-4200-b000-96fec3b747ae,"[""caution"", ""sending-off"", ""sending-off"", ""score""]"
007c57b4-6793-473a-861f-fa19c737a86d,"[""caution"", ""score"", ""substitution"", ""substitution""]"
0f9f859c-c9a1-4370-a73b-732bc8a2243e,"[""foul"", ""caution"", ""score"", ""foul"", ""substitution""]"
46976529-c4b3-4b8c-905d-3ad059d95cc3,"[""sending-off"", ""foul"", ""sending-off"", ""substitution"", ""foul"", ""caution""]"
00e38b98-a285-42f2-b9ea-253d8545d6e2,"[""caution"", ""foul"", ""score""]"
45774eee-ca1c-4c8c-b641-12972262a5c1,"[""score"", ""sending-off"", ""substitution"", ""sending-off"", ""score""]"
9a7bcce4-4a4c-452e-8801-2f48c0e83da1,"[""sending-off"", ""score"", ""substitution"", ""foul""]"
1e206d43-c38c-4733-81b0-df56b9d8f031,"[""foul"", ""score"", ""score"", ""substitution""]"
9e3995a1-b062-4bf9-a515-fe3152cffbb1,"[""foul"", ""caution"", ""sending-off"", ""sending-off"", ""substitution"", ""caution""]"
8aef596d-1d83-4056-8c6e-b0169795be3b,"[""score"", ""foul"", ""foul"", ""score"", ""substitution""]"
f0237826-fff1-4220-8d49-36c86fac6bd7,"[""foul"", ""foul"", ""caution"", ""caution"", ""score""]"
1619f147-7ad6-4e87-8309-ee5584188ddb,"[""substitution"", ""sending-off"", ""caution"", ""score"", ""score"", ""foul""]"
a34ff724-081a-4b7a-bf4a-44334f886b9c,"[""sending-off"", ""sending-off"", ""sending-off""]"
62e92001-0764-4106-b605-420896c6ef13,"[""sending-off"", ""sending-off"", ""substitution"", ""sending-off""]"
8d6dcb62-ff39-4e6c-9813-795b7cba5a5d,"[""substitution"", ""substitution"", ""sending-off"", ""foul""]"
a1ee0709-bcd4-4157-b1a7-a2a1d39e02ba,"[""caution"", ""caution"", ""score"", ""score""]"
81bbc7d9-b166-4401-a142-11f45b28a1a0,"[""foul"", ""caution"", ""caution"", ""score"", ""score"", ""foul""]"
d759a8ec-28af-4f98-ae22-7c31f2fa14c3,"[""caution"", ""foul"", ""foul"", ""sending-off"", ""substitution"", ""foul""]"
0502c469-f921-47cc-a814-6c56a6baae31,"[""sending-off"", ""foul"", ""substitution"", ""caution""]"
1ef6c148-4902-4bb7-995e-4177e7eb2a09,"[""score"", ""caution"", ""foul"", ""caution""]"
7b6d39ee-3d86-46a4-9ec3-47bbf19ec259,"[""sending-off"", ""score"", ""caution"", ""substitution"", ""substitution"", ""sending-off""]"
753b11fb-7f50-4349-82df-d52fc5356782,"[""substitution"", ""foul"", ""score""]"
b949faca-5e13-421b-a62b-ead578314131,"[""sending-off"", ""sending-off"", ""foul"", ""foul"", ""foul""]"
5d9ea8b7-d8d5-4696-9a65-2aea9557b443,"[""sending-off"", ""substitution"", ""sending-off"", ""caution"", ""substitution""]"
5670baec-723b-4145-90f8-db26cfde6fde,"[""sending-off"", ""caution"", ""sending-off"", ""sending-off"", ""score"", ""score""]"
3ff13717-453a-4a6c-8d6d-62b5bbdcbe15,"[""sending-off"", ""score"", ""score"", ""foul""]"
bba7be02-0608-4b44-8001-5285cd9605e0,"[""caution"", ""foul"", ""substitution"", ""score"", ""score""]"
475bdf20-d07c-4643-90f5-11f0dff5bbef,"[""substitution"", ""foul"", ""sending-off"", ""score""]"
c2b6f6a9-fe82-47ed-9612-fc867e4e83d8,"[""caution"", ""substitution"", ""score""]"
c3c59d09-59f0-466c-b7f5-5431735a4ef2,"[""sending-off"", ""score"", ""score"", ""caution"", ""substitution""]"
abcf131d-01b0-4167-9103-f4acd79c6381,"[""substitution"", ""substitution"", ""sending-off""]"
80845a09-b115-4730-9f1c-ee492c2fbc5e,"[""score"", ""score"", ""substitution"", ""foul""]"
43d355b6-bf73-4397-a68c-195feaf8560e,"[""foul"", ""substitution"", ""score"", ""caution""]"
11d88792-6f42-4d51-bce5-ad0c13ffb9cf,"[""caution"", ""score"", ""foul""]"
c4cff87b-6570-49f0-8e58-b81c72444d3b,"[""caution"", ""score"", ""sending-off"", ""sending-off""]"
73d3995d-6fee-49b9-8966-a309355cc447,"[""foul"", ""caution"", ""score"", ""score""]"
e3014b07-8e63-41a5-bbbc-9424028836c3,"[""substitution"", ""score"", ""sending-off"", ""foul"", ""caution"", ""sending-off""]"
b92560d6-186f-4a5f-b94b-ebc333014034,"[""score"", ""score"", ""foul"", ""foul"", ""score"", ""caution""]"
4258d352-6285-466e-beae-9c85782cec87,"[""sending-off"", ""foul"", ""caution"", ""caution""]"
8b26844e-233c-483c-98c9-8169cbfbf15b,"[""foul"", ""substitution"", ""substitution"", ""sending-off"", ""substitution"", ""sending-off""]"
a0d1f24b-fe80-4621-946e-f2918331efb6,"[""caution"", ""foul"", ""score"", ""foul"", ""substitution""]"
049eefed-7478-4690-84f3-bd5e8b9be7ba,"[""score"", ""substitution"", ""sending-off"", ""sending-off"", ""caution"", ""caution""]"
e33535cc-eae3-4be9-a1a5-2f5295d3625b,"[""sending-off"", ""foul"", ""sending-off"", ""caution""]"
d6e4717a-fc11-467b-83c7-4fd5d29975ee,"[""caution"", ""substitution"", ""foul"", ""substitution"", ""sending-off""]"
79dcc497-0cb1-41f6-81a3-656a7bfcd468,"[""substitution"", ""foul"", ""substitution"", ""score"", ""score""]"
54fb1de8-82ee-4a4f-a8d2-482eddc9657a,"[""caution"", ""caution"", ""score"", ""sending-off"", ""caution""]"
c320debf-ae4f-44ad-886d-e37ff37e381c,"[""sending-off"", ""sending-off"", ""caution"", ""caution""]"
36ac65da-d419-4595-9a75-1302107ad64d,"[""score"", ""substitution"", ""substitution"", ""sending-off"", ""caution""]"
6db69e07-6a03-4c19-aa2f-6ead19218ad3,"[""foul"", ""foul"", ""substitution""]"
b5f5a89b-84a2-4eae-babe-adfa787955d2,"[""score"", ""sending-off"", ""substitution"", ""foul""]"
574081a3-b10f-4ff6-a0d1-cff17c42abd6,"[""sending-off"", ""score"", ""score"", ""sending-off"", ""score""]"
a0e033c5-8eb2-4f12-b056-cc5e058fa304,"[""sending-off"", ""foul"", ""foul""]"
73018131-adfe-4474-8775-6f1ffae8ecea,"[""score"", ""substitution"", ""foul"", ""foul""]"
b0107ab9-e931-4362-83ab-164e533e0a38,"[""foul"", ""foul"", ""score""]"
924b0720-3b77-4c22-ba32-434d79c06e88,"[""foul"", ""substitution"", ""foul"", ""sending-off"", ""sending-off"", ""foul""]"
1bf3c9f7-8407-4ee4-98ec-55be69a04302,"[""foul"", ""score"", ""sending-off"", ""caution"", ""caution"", ""sending-off""]"
cfb80e80-d592-476e-9c3d-edafe2bacf85,"[""foul"", ""score"", ""substitution""]"
79a3dcd2-a781-4e10-ae9c-88c385fb24eb,"[""substitution"", ""sending-off"", ""substitution""]"
80aaf18e-1803-40d2-9c90-d5be934bdbb0,"[""substitution"", ""caution"", ""sending-off"", ""sending-off""]"
b1d4b9f4-4998-4933-a33a-ce4680bff5fc,"[""foul"", ""foul"", ""substitution"", ""score"", ""substitution"", ""substitution""]"
b2337a69-757d-4e05-a626-73d81da0c778,"[""substitution"", ""score"", ""foul""]"
7c4e35cf-7c8f-467e-b517-585cce817b07,"[""score"", ""sending-off"", ""substitution""]"
fac90b07-ec98-4bc2-8104-e70f51b975a8,"[""foul"", ""caution"", ""caution"", ""sending-off"", ""caution""]"
8286bf97-f87d-4d2b-81f1-8d5f92a826c0,"[""foul"", ""score"", ""caution"", ""foul"", ""score"", ""substitution""]"
dd6c3c59-c957-40cf-ba21-4d01101c2085,"[""substitution"", ""substitution"", ""sending-off"", ""foul"", ""sending-off""]"
ec005b0e-8e58-47b0-9393-d5347ebf9aee,"[""substitution"", ""substitution"", ""caution"", ""foul""]"
c55ef269-1b54-4ac6-b4e5-2f62153e0fdd,"[""sending-off"", ""foul"", ""caution"", ""sending-off""]"
69b1b614-21fd-41ca-90f3-6ce93afe70dc,"[""sending-off"", ""sending-off"", ""foul"", ""caution""]"
2015cd77-4857-4f13-8158-b46868ed540c,"[""caution"", ""foul"", ""score"", ""sending-off"", ""caution""]"
25e1052b-42a0-4c30-9061-764785d005f0,"[""sending-off"", ""substitution"", ""caution"", ""caution"", ""substitution""]"
649170ec-8a53-4c86-9503-058092d5ea3c,"[""caution"", ""substitution"", ""caution"", ""foul"", ""score""]"
993ec66d-4ae5-426d-a44b-6b0786932ee6,"[""sending-off"", ""substitution"", ""score""]"
240717e7-6e3b-4f54-be39-e684b9691fa1,"[""sending-off"", ""score"", ""score"", ""foul""]"
5499451a-59b1-4501-8640-3658cf993432,"[""foul"", ""foul"", ""score"", ""caution"", ""foul""]"
6d7d136c-ce3f-4a5f-b8f0-a94f12bf2fee,"[""foul"", ""score"", ""foul""]"
a1941f31-b432-4057-b95c-6294c4f10e33,"[""sending-off"", ""foul"", ""substitution"", ""caution"", ""score"", ""substitution""]"
3bddb01e-f0ee-466f-b476-c8efe661f796,"[""foul"", ""caution"", ""foul""]"
589af93a-bf33-4323-b6d8-ff3b1788f9e5,"[""foul"", ""score"", ""score"", ""foul"", ""caution""]"
7867ee86-c448-47ed-a2af-a1c167136ca3,"[""sending-off"", ""caution"", ""sending-off""]"
affb4a70-b369-487b-be81-a804ef3ac12b,"[""foul"", ""sending-off"", ""substitution"", ""score"", ""sending-off""]"
1b6554df-670c-4f87-b2b9-ae1200cfb02c,"[""caution"", ""substitution"", ""caution""]"
4e028b5e-fa4a-4e49-bf62-8cd4c490a2c7,"[""foul"", ""foul"", ""substitution"", ""caution"", ""score""]"
402fe093-a80c-4c96-a0ca-1cba62b00421,"[""substitution"", ""sending-off"", ""caution""]"
01c56dff-70e0-45a4-9ffc-9633b28ae879,"[""substitution"", ""score"", ""caution"", ""foul""]"
c33769dd-bc9b-489b-89ee-ecadf018238e,"[""score"", ""substitution"", ""caution"", ""score"", ""score""]"
5adbaeed-aa53-4690-9f65-aac1cce191d8,"[""substitution"", ""substitution"", ""score""]"
c9785f9c-dfc7-452c-a238-8b8ff911f5ff,"[""sending-off"", ""caution"", ""caution"", ""sending-off"", ""foul"", ""caution""]"
52ff40e0-ec8c-4568-88c2-3217ca2e40be,"[""caution"", ""substitution"", ""score"", ""sending-off""]"
e3cd234a-4b2a-4c5a-a883-9c4b052de180,"[""sending-off"", ""foul"", ""score""]"
7007ebea-b1f5-4f01-ac68-e052540ec652,"[""caution"", ""caution"", ""sending-off""]"
0237125a-c119-43ad-ad86-f811a6de3550,"[""foul"", ""sending-off"", ""substitution"", ""score"", ""sending-off""]"
be0d36fd-4251-4fa8-8ce0-d6361ece0a2d,"[""sending-off"", ""sending-off"", ""score""]"
504fc2cb-0cd5-429e-9fac-3360f46aeaa6,"[""sending-off"", ""foul"", ""substitution"", ""score""]"
49b5646c-6150-4914-988b-b40c87cbb9e2,"[""substitution"", ""caution"", ""score"", ""score"", ""foul"", ""foul""]"
31005618-46ea-45a2-be05-3fefa50f4c6c,"[""caution"", ""score"", ""score"", ""foul""]"
0d826b3b-d32f-43e8-a6f2-41746b7a9f5e,"[""sending-off"", ""caution"", ""score"", ""caution"", ""substitution"", ""sending-off""]"
9e0fa0b8-7911-4626-8ca0-b6939f0776c0,"[""foul"", ""sending-off"", ""substitution"", ""foul"", ""sending-off""]"
3c62fc13-ef6e-43b9-ab11-d789aa0c74bb,"[""score"", ""sending-off"", ""sending-off"", ""score"", ""score""]"
3703d2f4-4ed6-4fc7-8538-a6884998729c,"[""sending-off"", ""substitution"", ""substitution"", ""score"", ""score"", ""substitution""]"
bcff8fa6-121b-4b6f-8594-e5f04801d7ed,"[""sending-off"", ""score"", ""caution"", ""foul"", ""score"", ""foul""]"
0733a5c7-27b8-45f8-9625-a7f935e0f75b,"[""foul"", ""sending-off"", ""foul"", ""foul""]"
61c94f4b-75fd-4404-9a4e-e8cca8a83a0e,"[""foul"", ""score"", ""sending-off"", ""foul"", ""caution""]"
ce658ef3-547d-470e-b30e-aa8037a76012,"[""caution"", ""score"", ""sending-off"", ""sending-off""]"
52963ba3-e64d-4dae-a62c-3d61a04ab4b4,"[""score"", ""caution"", ""score"", ""substitution"", ""score"", ""caution""]"
15de20c6-d55f-4b81-9347-b943eec02b2b,"[""caution"", ""score"", ""score"", ""caution""]"
c0c1cc6f-b39d-4e77-9836-ce813dfca47e,"[""substitution"", ""foul"", ""sending-off"", ""sending-off"", ""sending-off""]"
45d458a0-a028-4777-9902-fcf911ae1e52,"[""caution"", ""sending-off"", ""foul"", ""score"", ""foul""]"
dc84aeaf-2949-4681-9318-4b4c129ca253,"[""score"", ""foul"", ""substitution"", ""foul""]"
3e95ef20-28bf-4337-88cb-2fc264d9f595,"[""foul"", ""score"", ""caution""]"
d8db0282-50bc-4391-8904-8566d76959b8,"[""foul"", ""score"", ""substitution"", ""caution"", ""caution""]"
998f4320-6592-40b8-a504-e0c531d07cb3,"[""substitution"", ""substitution"", ""sending-off"", ""caution""]"
cd480e1e-82e7-4857-a26c-bed62e2cbf89,"[""foul"", ""sending-off"", ""score""]"
ea6d57e5-8d23-4866-84f4-41c87ccf6274,"[""sending-off"", ""foul"", ""foul""]"
80fbce7f-3508-4d92-b457-32355569e42e,"[""caution"", ""substitution"", ""score"", ""caution""]"
4c3c1f5d-369d-4b37-99d6-eb05a3565ac9,"[""substitution"", ""substitution"", ""substitution"", ""foul"", ""foul""]"
3d87edd0-8ec1-4055-b367-ddac6b936211,"[""score"", ""score"", ""score""]"
30067752-53d8-4506-9715-36dbbaeddc6d,"[""substitution"", ""sending-off"", ""foul"", ""foul""]"
290ab918-72b5-4db9-8722-4c88439e3f55,"[""caution"", ""caution"", ""sending-off"", ""caution"", ""score""]"
e9e11703-8e21-4dc3-b423-af682bf989e2,"[""sending-off"", ""score"", ""foul"", ""score"", ""caution"", ""score""]"
26a4cc76-7733-499e-adfc-1f9254c90370,"[""caution"", ""score"", ""foul"", ""substitution""]"
16a79967-52fa-41b3-8afc-d031bf06509f,"[""sending-off"", ""score"", ""foul"", ""score"", ""substitution""]"
54d6b055-41fe-4ba5-8c98-359add07031a,"[""foul"", ""sending-off"", ""substitution"", ""score""]"
574c54fe-2a3c-4c5d-8413-a6675aa6c568,"[""score"", ""score"", ""sending-off"", ""score""]"
81e8fb4d-a3d7-4b3f-8fb8-192e0947e5ab,"[""sending-off"", ""score"", ""sending-off""]"
9e77ef6f-e1e9-4e36-85f1-c440b0107a37,"[""sending-off"", ""score"", ""caution"", ""score"", ""substitution"", ""caution""]"
7c053283-2a76-4d0b-8a35-276c6fd70efe,"[""caution"", ""sending-off"", ""sending-off""]"
72fd3820-1964-4c1d-9953-dddc47cb9eb9,"[""foul"", ""sending-off"", ""substitution"", ""score"", ""sending-off""]"
faccab1b-cd71-42c3-8d1d-c6a1a39fb031,"[""score"", ""foul"", ""caution"", ""foul""]"
6a96a74e-b991-461f-98a9-0d208f629169,"[""substitution"", ""sending-off"", ""score"", ""score""]"
b1569db8-425a-4b93-b2b4-c3939a036c9a,"[""substitution"", ""foul"", ""score""]"
a4bdcc24-fe61-4b6c-ae8d-da20acbf8779,"[""foul"", ""sending-off"", ""caution"", ""caution"", ""sending-off""]"
58e97a43-b2a5-46a7-8d02-255cd997eb6a,"[""caution"", ""caution"", ""score"", ""foul"", ""caution"", ""sending-off""]"
a5161692-a1df-469f-b24a-c4f0a9c3bb11,"[""substitution"", ""foul"", ""caution""]"
4630b26d-7ee9-4eac-aa90-4159afdcd0e3,"[""substitution"", ""foul"", ""sending-off"", ""foul""]"
5e0d1936-2236-43bf-a5db-d9cd24d5d4ab,"[""caution"", ""caution"", ""foul""]"
bd524692-91ec-43f2-9f5f-c4ce471e3d69,"[""substitution"", ""sending-off"", ""foul"", ""score"", ""substitution"", ""sending-off""]"
42f43f8a-c7f1-4a4b-9dff-f6d437c0340e,"[""foul"", ""score"", ""sending-off"", ""foul""]"
f5d6a723-40f4-4006-ad60-4be3ded52c3e,"[""sending-off"", ""foul"", ""sending-off"", ""foul"", ""caution"", ""score""]"
f401acec-4e39-4f31-b36d-c51c206748cf,"[""foul"", ""substitution"", ""foul"", ""caution""]"
0a928e02-39c0-4154-a659-363e8dcda6ff,"[""substitution"", ""substitution"", ""substitution"", ""score""]"
05bd1b30-2af0-482f-8806-ed30a6e7f9ee,"[""foul"", ""substitution"", ""substitution"", ""substitution""]"
6e2a6033-b75c-406a-adf8-692ff870f4eb,"[""score"", ""score"", ""foul""]"
31545414-3b30-4d1f-82fd-d6f597ff0d85,"[""substitution"", ""score"", ""sending-off""]"
ee3ff516-4a67-4e3e-acbd-43f9451139dc,"[""substitution"", ""score"", ""foul""]"
ce438b8c-e92e-4c80-9c22-bfe0b968a7b9,"[""foul"", ""sending-off"", ""sending-off"", ""foul"", ""caution""]"
5b15f5eb-ef94-4f4c-8d8e-4c48a12900db,"[""foul"", ""sending-off"", ""caution""]"
c532a52b-f9f5-4a29-8695-7128da7438d0,"[""score"", ""substitution"", ""foul""]"
2eff016e-be1a-45cd-bf4b-a8d71b7f9796,"[""substitution"", ""sending-off"", ""foul"", ""score"", ""foul""]"
7521c4a8-0e98-4a4c-b6d5-5b7b4a310a1f,"[""score"", ""foul"", ""sending-off"", ""substitution""]"
89473e1a-8ab8-4520-8b50-2af844973619,"[""caution"", ""score"", ""foul"", ""caution"", ""foul""]"
24ae61ef-b62e-4c6e-afbb-97cd7e122b0d,"[""sending-off"", ""score"", ""sending-off""]"
e2bbe1fd-fb8f-4311-b6c3-a324439fb765,"[""score"", ""substitution"", ""sending-off"", ""sending-off""]"
2ef67b82-d867-4d16-93df-2f08553d7628,"[""sending-off"", ""foul"", ""foul"", ""sending-off""]"
caf09cd3-58c9-44e4-998f-659f9751ec4c,"[""caution"", ""substitution"", ""foul"", ""foul"", ""score""]"
3bdba256-9e94-4d64-a3ef-660fa9be4467,"[""score"", ""foul"", ""score"", ""foul""]"
17f44d04-9984-4142-b06a-4097d341cb9b,"[""caution"", ""sending-off"", ""foul"", ""foul"", ""sending-off"", ""sending-off""]"
b8eedc33-c7cf-48f7-a176-86ac0c5e6fcd,"[""sending-off"", ""score"", ""caution"", ""score"", ""substitution"", ""score""]"
1e4e6664-69e4-46d7-a395-273639cd4590,"[""foul"", ""foul"", ""score"", ""sending-off"", ""foul""]"
39ea5e5f-a9ae-4cdf-9387-18d3205d3b9c,"[""score"", ""foul"", ""score""]"
6fc83e4b-c187-4eb5-beab-cadb0559dbff,"[""score"", ""score"", ""sending-off"", ""score"", ""substitution""]"
8332fa93-3d0d-4a65-a543-9ba58f18de82,"[""caution"", ""score"", ""sending-off"", ""foul"", ""caution""]"
9b21700c-b59e-46de-999a-03c1bc0fe7b8,"[""substitution"", ""score"", ""caution"", ""sending-off""]"
05578c7f-362b-4524-8909-aab5ada000cc,"[""foul"", ""sending-off"", ""caution""]"
8abbbc6b-8765-455e-8ca3-636b01074e53,"[""substitution"", ""caution"", ""substitution"", ""sending-off"", ""sending-off""]"
28fbc09d-5634-4d8f-bf03-472840d034e3,"[""foul"", ""score"", ""substitution"", ""caution""]"
cbec9c64-fc9d-45e4-8950-98ecc8008a0d,"[""caution"", ""caution"", ""score""]"
fef99f92-e698-4b9c-a5f0-ea2361f14371,"[""sending-off"", ""score"", ""substitution"", ""caution""]"
ecefc304-79cd-4ef1-9cf5-fcf06fddc4d7,"[""foul"", ""foul"", ""sending-off"", ""score"", ""sending-off"", ""sending-off""]"
914de73f-287b-4abd-b3dd-4bdd03ac9ec5,"[""foul"", ""caution"", ""foul"", ""substitution""]"
13341eb8-3846-41c7-a99f-770ca606bb45,"[""foul"", ""caution"", ""sending-off"", ""substitution"", ""score"", ""caution""]"
9d1ada8b-321c-4d4f-9cb9-e04ca54ab7cd,"[""score"", ""sending-off"", ""sending-off"", ""score"", ""score"", ""score""]"
e85fe658-85ba-4f90-891d-f03611385f1d,"[""caution"", ""substitution"", ""score"", ""sending-off"", ""foul"", ""substitution""]"
87328746-c798-4877-a91c-6ea5dd10ca73,"[""substitution"", ""score"", ""caution"", ""sending-off"", ""caution""]"
f816b787-b919-480b-b8a3-32f2d7721d2d,"[""score"", ""caution"", ""foul"", ""substitution"", ""substitution"", ""sending-off""]"
f8f33dc5-d126-46a1-953e-2a7e0436225a,"[""substitution"", ""substitution"", ""sending-off"", ""score"", ""caution"", ""caution""]"
b8bf622e-b3da-4379-a07e-c44840821798,"[""substitution"", ""sending-off"", ""caution""]"
1ec01c62-ee57-4f26-bb5b-9e92d8fc0785,"[""caution"", ""caution"", ""foul"", ""score""]"
f9986e91-02cb-4bbf-8794-46b3417b6403,"[""substitution"", ""caution"", ""caution"", ""caution"", ""substitution""]"
61fd8bd3-fc6a-4775-b4ff-53e3dba5e709,"[""sending-off"", ""caution"", ""foul"", ""foul"", ""substitution""]"
52e89054-aa6f-43b8-8e07-0392c2384921,"[""score"", ""foul"", ""caution"", ""foul"", ""substitution"", ""sending-off""]"
56f5f312-e904-46d1-863b-49f40f83b3db,"[""substitution"", ""substitution"", ""substitution"", ""sending-off""]"
