uuid,label
86c06748-d5c8-4b9c-b200-84c9840a6d03,cyberbullying
a555cc25-0820-4c15-a71f-956cdb304938,cyberbullying
e0dee496-3d31-43d5-a03a-7c66461f5eb5,cyberbullying
a5298baf-d3b6-4182-81dc-360e7f96c97c,cyberbullying
9b762a91-15ed-492e-bc45-200d68a0f715,cyberbullying
5e5424c4-a311-4e6f-a72b-2ec4e1aa4b20,cyberbullying
a3a3c424-c655-468a-87e0-3c50541addfd,not_cyberbullying
dd0d6510-6429-458e-9ab1-b9156a972588,not_cyberbullying
dfa5b3d2-9e0d-426e-a200-44c062dd2631,not_cyberbullying
c1fe162e-a5f0-43bc-8b12-5e94336f5f2b,not_cyberbullying
ff9a7104-379e-4c96-bcf5-3338384c383b,not_cyberbullying
07ad400a-4dd6-42a3-9ea2-ea30f1621cbd,cyberbullying
0b2fa327-28f1-4c1a-8d0b-c2843d846bdf,not_cyberbullying
a797ee07-f487-4543-9632-cdd3dad24fae,cyberbullying
53fb223c-fd0c-4a81-940b-99d551e6027f,cyberbullying
24eb831a-86bd-4655-9141-0aa961e2bcac,not_cyberbullying
1bcf284d-d3ef-4260-9832-2e3a12d81c2f,not_cyberbullying
5e3adf9a-238f-4a10-aed6-f1c4e573409b,not_cyberbullying
0a5242c3-c5d3-4397-b4f2-8f186acfa6c0,cyberbullying
dfcbb9bc-12f5-473c-9251-5dfcef007c78,not_cyberbullying
0ad65c2f-d0ba-42cc-99e6-43900fd2ba76,cyberbullying
d4105d32-7c25-498c-a456-2af31f57840d,not_cyberbullying
deadd4e6-1d31-47f0-9772-faf9f5d89abb,not_cyberbullying
3a942511-9636-4199-9735-0e6b3a424cdf,cyberbullying
cabd7e0a-1a09-405b-bd44-47b447facd6f,not_cyberbullying
c2162c05-6a2f-4d31-8e78-c395861301eb,cyberbullying
e90c65a6-acde-4f58-9fc9-8f8ddf7497a4,not_cyberbullying
857e0c28-d422-4f9e-9aff-05df2e0568a4,cyberbullying
3507116c-5b59-42a5-b6f4-3851b0fb85c5,not_cyberbullying
8fb95233-9f23-429d-995f-4b7a0318aa9a,cyberbullying
1e5f71e4-ab3c-45aa-b086-428906bde38e,not_cyberbullying
6a010530-4641-4e1b-9f3d-31c28299c812,cyberbullying
f4988f15-4c84-444b-86d7-f17f0d2197d5,cyberbullying
4f3cbc39-776f-481b-a119-6fc5d79da342,cyberbullying
5bdbdcdc-5a52-4a4a-8740-18f3ab7a1cc2,not_cyberbullying
1b3faddb-08ef-4bca-9527-257dad3bf64f,not_cyberbullying
a7c70645-28b0-41ce-a702-5406c3200214,not_cyberbullying
53270d93-0453-49c5-a151-b65e1e34bbc7,not_cyberbullying
26c91421-7cd8-4afe-94d1-3c005d795ce8,cyberbullying
acb415ae-9b08-4abd-a529-bd9c3301cd56,cyberbullying
94703555-e4b6-4a7d-9353-86149261e6e2,not_cyberbullying
54d4b1ed-f109-430f-9c60-0619b8e068a0,not_cyberbullying
3dcc2dc0-576a-4777-9941-ccd759973822,not_cyberbullying
ab0ba996-27b1-45a5-9796-f4ae2d2d6e95,cyberbullying
7b3db8f2-cf61-4965-a3b2-10c611610b39,cyberbullying
11d6fa60-6856-45c4-89ad-02fe7837152e,cyberbullying
7e327d89-94f2-4276-a0f1-714857aeb033,cyberbullying
6bf0c96e-8900-412f-bb1e-0edab6fdf809,not_cyberbullying
eb50cd01-aebc-4b5c-a129-bec0569e0f77,not_cyberbullying
55432f3a-f6f8-4c4b-a425-ced7a4809188,cyberbullying
fd0e86bc-3a32-421f-9c6d-f5d49c4a46db,not_cyberbullying
9038434f-cb97-4036-ae5c-f04183bcc7d6,not_cyberbullying
a852ace5-1dca-4060-ab1b-9945d1d6a101,cyberbullying
7a0b7749-08d4-4768-ac1c-8fa6c32bf381,not_cyberbullying
5d2e7f51-3b77-48e6-9b95-4262b6971c96,not_cyberbullying
6525b16c-13b6-4e57-86eb-0da0f9d35aef,not_cyberbullying
dc925558-984f-49ae-b1d2-16831b3b4d14,not_cyberbullying
22691659-2e32-44a6-ba08-97290e6789b6,not_cyberbullying
0e5662a8-9c10-4514-81be-5601e0fa1f11,cyberbullying
0c8f7084-9262-454c-a2e4-271840d08110,not_cyberbullying
445481c7-b0c0-40eb-993b-471e5abae034,not_cyberbullying
e1ef932c-f440-41da-8b13-8788936a33d5,not_cyberbullying
2942ee1d-3808-4928-9a98-a046517aaa68,not_cyberbullying
29c92b87-b7ac-4d69-9fa8-10372ea7c786,cyberbullying
9e1a8b0e-1c2f-439e-ab88-a8b64f2d8517,cyberbullying
7951d3fe-3788-4730-b95c-cbcff181a9c9,cyberbullying
a68b8947-9401-4ccd-8a08-65b855fea002,not_cyberbullying
973a65bd-f071-4d1f-826b-3368db0e311f,cyberbullying
835d5222-3615-4c7c-a419-17cb6e04fc3a,not_cyberbullying
8da32ebb-b7fc-49a2-bbd7-ba0db1e90f78,not_cyberbullying
9dfbe2bf-5ecb-4754-bc15-dbbeb05f6014,cyberbullying
c41a881d-1b9f-4b6a-b915-2785572d6a8a,cyberbullying
e5c97dcd-8954-4db8-b07b-7d2fc738838f,not_cyberbullying
db3aa663-227c-44f7-8647-8f2d3026f397,not_cyberbullying
3e7726ab-fc21-499a-aea6-5e66a8cb276e,not_cyberbullying
d28da651-6516-4e0c-84c7-1062918fe937,not_cyberbullying
5a73ae74-4389-4692-97e7-56e514e33dbd,cyberbullying
788e227f-d352-4baf-a4ab-0f0883f2ee2d,not_cyberbullying
44797124-f9a2-4403-acbb-91f8eb2e87a1,cyberbullying
73840b31-acc3-43c8-b765-a2d514b2db90,not_cyberbullying
62912303-fd8c-4501-bafd-3ed4ac48bc5c,not_cyberbullying
b1b8569d-66bc-4368-853a-910cef7f23c8,cyberbullying
2bdeb4e9-6228-47d1-8a46-80c35b0c5976,cyberbullying
fe6cd34b-d9a4-4c55-a745-177187c83998,cyberbullying
af1eb56d-33da-470b-b6c1-946a6895c7ad,not_cyberbullying
77fb61c9-ace9-497d-a05d-e5f9af6ca816,not_cyberbullying
706650fc-e2e1-40e2-b979-a98ee7f7b37a,cyberbullying
7150db47-8192-42c0-a6d6-a4e2fee4dd85,not_cyberbullying
9b78e704-35af-46b7-bd80-b3378fa87be1,not_cyberbullying
79abe34c-3862-4d71-966b-615370cc8896,cyberbullying
7da28bed-edc4-4263-a446-65defae09443,cyberbullying
5f3034b8-8ec0-4006-a2b5-06289e4511e0,cyberbullying
66014aa7-c0e2-46e8-956a-93a891cd95ca,cyberbullying
2178ebc9-3b36-45e6-a386-627f55b036fc,cyberbullying
f49cbf0d-4f7b-4551-ae91-390130ee5fff,not_cyberbullying
9c74194a-280e-47e3-9c05-2b672895cc5f,not_cyberbullying
bf097e27-7757-4b1e-b19f-52f858e4b6b7,cyberbullying
b9a01941-f04b-4ec0-a1f2-bba88fafe53d,cyberbullying
3b114b24-27e8-490a-b490-e667de69dddf,cyberbullying
11aa510b-035b-4ab6-ba8e-e26f27141471,cyberbullying
98226ffb-851f-482f-81d2-873828df4bb9,cyberbullying
8a0f8239-04ac-4d37-b5dd-57f9801bd413,cyberbullying
027d2cf1-396d-4d80-b3b6-59b0c2f6f4df,not_cyberbullying
014b455c-ca93-47df-8ecd-327ed2106549,cyberbullying
a4bb52e2-aa1e-42bc-8783-e04fdb007c00,cyberbullying
ea7daf7d-0704-4124-915b-457f4a531125,not_cyberbullying
bb7e4747-f491-4a02-9a3f-7b5e942709a3,cyberbullying
f881ebf3-e146-4c45-9b29-8ec79ae3cc1b,cyberbullying
9ebfdc07-f024-4ac3-ab2c-e08dcdda0aae,not_cyberbullying
aaee29b5-aab2-4e15-af84-dcce8bbeef8e,cyberbullying
f17bc4be-6e9a-4049-95cf-30a372c1f290,cyberbullying
24bd855f-dbbd-46cc-9afc-c9821264e7f1,not_cyberbullying
cd29fd9f-ae5b-4290-b514-d5e3379cbf81,not_cyberbullying
9b08169b-2677-4959-a05d-8e13ba6a4e89,not_cyberbullying
8b1c7857-f1b5-4c13-bfb0-3d4a70bac7b5,not_cyberbullying
301fb596-2567-4c42-9b02-fe29749688ee,cyberbullying
0e6793ce-b57c-4660-823a-b10da1f6617b,not_cyberbullying
90320c5a-fcf5-4333-8621-7780295c9e2f,cyberbullying
5d95c197-cf22-4335-8537-e1508b32ca9b,not_cyberbullying
c01bb887-00b0-4d99-8d6f-333843392c44,not_cyberbullying
c2b99425-89c8-4d56-9ad3-83804b16e387,not_cyberbullying
e9dd41bc-89c2-42ad-8f37-4713ede6cc56,not_cyberbullying
a478292e-3138-4541-9586-16adc2b3035e,cyberbullying
1f159924-c69b-4c23-a1af-8782f4085539,cyberbullying
052dd579-f6f4-4a0d-af3c-82bd8ce15e56,cyberbullying
3e0ba18b-f599-49d8-91bb-3412aa9a27cb,cyberbullying
de55be63-6346-42e5-839d-4fafcdfbf8c1,not_cyberbullying
57160756-f18b-40f5-8c62-43ab0ec77eb9,cyberbullying
7edf93ef-65bd-43e1-98ca-7353ddd585cd,cyberbullying
de65be0a-7faa-4878-8ee8-a6c0f5782016,not_cyberbullying
9885e8de-ef2c-4994-89c2-81e7060a1e61,not_cyberbullying
637834f2-8205-42cb-bf39-b975fe0e9d67,not_cyberbullying
d2a0e897-8ee1-4b50-befa-b9cffedb7cd4,cyberbullying
2bc57899-7dde-45be-a03e-a8e8ddf73097,cyberbullying
38e70b32-c095-472b-b232-f48436b35552,not_cyberbullying
481a3f05-b5c8-4025-8dc4-4cda9ab289e4,cyberbullying
918fbea6-c06c-4cfe-ba91-27657deb9e15,cyberbullying
a63699da-8c3f-42ca-9044-6b24a01aea4e,not_cyberbullying
e2ac58f9-3be5-4d7c-a862-7f0713f54cb2,cyberbullying
36a84f69-5ac1-44e8-82ad-af9fa7dfea3b,cyberbullying
cedb8553-7a90-4337-8ecf-ec507feff3ed,not_cyberbullying
38e8af59-53cb-46f9-9c2b-25d468871326,cyberbullying
bade709d-444a-474b-8c75-a7ad9866c95d,cyberbullying
e15e3f33-ad58-45ce-8e78-9a9bbad42ed0,not_cyberbullying
801e4bab-52be-4d11-8b8d-36ba6cf085b3,cyberbullying
52e3af6d-a67e-4a9a-bb78-803f7c3e685f,not_cyberbullying
37e27bdc-54f5-4d5a-9b81-a7ed76a4a877,cyberbullying
196e47b2-a1ea-4387-b517-af7a7e47ab26,not_cyberbullying
31d121dc-0b5a-4880-8051-195af266d254,not_cyberbullying
8552b32a-04c8-4f49-9b52-ed25c06011ec,not_cyberbullying
38cf6e1f-7dcc-4e09-8e2d-c788975ae7c7,not_cyberbullying
ac5ea76f-62d4-4cb6-ba6e-0eccc9a3a917,not_cyberbullying
8b000a9e-6ca0-4034-bff0-2506dd5dc37a,not_cyberbullying
703b6c4d-c11d-4b08-a7e5-1c21643742e8,cyberbullying
bcff70f7-a1fa-4bc2-9a1a-5ad163a550a4,not_cyberbullying
1cb8872f-e2d2-4095-a2d0-a3e5019db8ee,cyberbullying
ddac62d6-c19f-4c1c-8b91-ee77938667f2,cyberbullying
95810358-dd61-47d9-87df-f28d6cf468cf,not_cyberbullying
8e010790-be53-42ba-9fa2-ae0052434d51,not_cyberbullying
44df3d1d-d129-472d-838b-89901dd9f380,cyberbullying
0ca06189-245a-40ca-8893-78d452dd64b7,cyberbullying
bb523a91-c0ad-46af-947c-a637a89040c7,cyberbullying
832bd37b-5736-4627-a418-e872a748e9f1,cyberbullying
a472aed5-dd9a-44d5-bf68-78d57271c0a4,not_cyberbullying
dce600fa-3e13-4d22-8e0a-740b5bd8745b,not_cyberbullying
51b33f8b-e5e8-48db-a60c-70b51d8110ec,not_cyberbullying
feab9f99-1e31-4922-8e8c-512ac45e55e6,not_cyberbullying
b536f61e-3091-4d71-ab6a-1e8a2330f3c2,not_cyberbullying
0496a1e7-16b8-4f26-9b43-ffafd81af241,cyberbullying
392888b8-d5c3-48bf-9489-31ca102e4dd1,not_cyberbullying
f3ea4567-301e-44b3-bbf5-0522adbe06c0,not_cyberbullying
4e63275e-d804-47c4-8bd8-b0bdbdad21a0,cyberbullying
c51947bc-60c1-4172-bfac-8f9495d0bf40,cyberbullying
daa888fb-1776-4f2f-87e7-01b1176994d6,cyberbullying
e9ea25c5-44b0-4855-a144-59ae2652681a,cyberbullying
ee072743-69f4-44d5-9566-e69206c91c97,cyberbullying
2b8dd677-cfbc-4f62-842d-262173a5e43b,cyberbullying
280dabc4-80aa-447a-8d4d-06058e112b7d,not_cyberbullying
6cc059b2-e354-4e20-a7c3-dcc2904134a2,cyberbullying
ff05782c-aa83-4de9-b088-59feb769221b,cyberbullying
3f628d81-dc6a-494d-9e0c-44e62688b072,not_cyberbullying
673509e5-b253-4ca7-9a54-b61ce8dbc953,not_cyberbullying
f143d6b3-d9e5-4419-b649-194c080fc529,not_cyberbullying
9d27f2ef-0088-455e-a26b-96b9194f3d52,cyberbullying
80da4182-043f-4df2-b260-91d6bc816332,cyberbullying
bee9ba30-bd6e-46c2-ad7a-82fc9ab529c0,cyberbullying
35a8381f-2066-4403-96f6-37bb27ac76d7,cyberbullying
a783fa18-b0f5-43f7-ad1b-e549199227e9,cyberbullying
28c88fe5-f750-4ce2-adab-5dde29ecb7b9,not_cyberbullying
f8c0fdb4-d482-4d34-8c5b-f137d78b0731,not_cyberbullying
8c8943b0-acb5-4b6f-a606-eecf2c8aeded,cyberbullying
86bd1e89-e6c4-488a-a800-cbb3c501301e,cyberbullying
1bce1ea3-e934-4898-a364-4a8274c15d02,cyberbullying
9e01da31-bc8f-402d-bfa5-cc9696c8f2d8,cyberbullying
eb940b3c-d544-481f-a7d2-43670b82cd3f,cyberbullying
ed1e81b3-cfeb-4389-8a1d-ec7c3bd8a58b,cyberbullying
421a54da-dd6a-4b11-af22-25589909049e,cyberbullying
e0f60f8b-0d3d-4d4a-af69-551c72d72761,cyberbullying
20fff599-cf46-4480-a4e9-9b8dd406e621,cyberbullying
4c8d89d9-82d9-4d1f-a6d4-81ca926076d8,cyberbullying
5437f886-5347-4bf6-8e9a-2cf59603a644,not_cyberbullying
9331a6fb-88ea-496b-875f-e3bd5e70839f,not_cyberbullying
34434c26-6dea-4d79-abc3-9a8e08495f87,not_cyberbullying
704d4840-273a-4ffc-ac6e-01b903135f30,not_cyberbullying
9bb4f534-b39e-4272-b10c-37f12aba06d6,cyberbullying
8cbcc537-5802-43d9-9746-f46317975c0a,cyberbullying
c3d7258d-457f-46f5-ad9e-3bbd83a1d9e7,not_cyberbullying
5afb6649-83e0-4cdc-bf90-b8c21c453e8f,not_cyberbullying
c7cedf63-a94a-456d-bb27-3de11a283c45,cyberbullying
3032b234-c577-49d7-80ef-8d7184c35966,not_cyberbullying
63d2e0b3-968c-4eba-b23c-d8bae743edef,not_cyberbullying
1fbd0788-680d-4c47-a14f-592a1b651f9f,not_cyberbullying
8b60c7cd-12be-4e05-97ec-a17d9b00ef43,cyberbullying
3ad1a570-7130-4d25-9339-13da9c3b9f4d,cyberbullying
ea7d55ad-7c1f-4c88-bee4-7bb40ce7b585,not_cyberbullying
6fa0a4c4-4c2f-4494-9166-a59e7faf3798,not_cyberbullying
1aad67f5-6edf-4290-8cc6-e45f821155c9,cyberbullying
a1d63a85-ba6e-43d3-bf34-06a42f2f5768,not_cyberbullying
40605e5c-b57d-4633-aaec-ef184d2f6753,not_cyberbullying
d012d6f7-fc73-4f14-8bf3-8e24e2fc38e2,not_cyberbullying
30eb284e-2ff5-4ae4-9e5d-1414ec646da3,cyberbullying
4acb1498-3d8d-41ef-ab19-e4abdd791031,cyberbullying
a7824bad-4106-4a9c-b0dc-296796941ece,not_cyberbullying
c2f173c9-6530-43ed-ab11-cce34b8fc18b,cyberbullying
43a6f0fa-23ab-4f17-b752-1cdb5ae951b9,not_cyberbullying
db1698f6-701a-48c1-849a-48fa35db6118,not_cyberbullying
7e6791d7-06dd-4f83-bf5f-034c84d467a9,not_cyberbullying
b555c20f-f1fe-4ff1-af18-2df400ce5e86,cyberbullying
66f2d2ea-30a5-41d9-9a58-563b61956251,cyberbullying
f8d6b859-3e95-401a-bbfc-39a394cb7dc5,not_cyberbullying
9431c52b-a1b4-409d-ba1f-b2b52563c66c,cyberbullying
730f311e-aa66-4bec-a3d1-978fae8117a2,not_cyberbullying
51f37e6f-c241-4b5d-9852-1ec390a3fa6d,not_cyberbullying
cf63e6a9-cfd5-49d8-b1ff-5aed9b2ec38b,not_cyberbullying
e6b89623-6b61-4e34-b5f4-7b32b701e940,not_cyberbullying
ef4cf1e4-5d54-45fa-98bd-67ca7e172805,not_cyberbullying
824aed70-102a-41af-a074-d10b1e4b6584,cyberbullying
e9111131-1931-4b9b-9290-97821bf8005d,cyberbullying
ad2dbe78-453f-4fd6-a1ab-64323c4160d9,cyberbullying
9af410c7-32d9-44c4-ad5c-1505ed426c4a,cyberbullying
bce7241e-1b1c-42e7-8924-8a56324c1dd0,not_cyberbullying
083522b2-1117-47bf-8cbe-9fc9671b890e,cyberbullying
1fb56a14-e1df-487d-8f72-0d40cb8f1ef4,cyberbullying
96c18d08-df57-4a34-ac66-b0beacbac1e7,cyberbullying
5afe2246-1395-4720-b1f9-da1ed411877e,cyberbullying
fc35c00a-f9eb-417e-a619-b2a3926e74b0,not_cyberbullying
fd30b731-5ea6-4031-a917-7e1d3b8e547c,cyberbullying
a1346416-5656-415c-b1f6-66dcb220c6ae,not_cyberbullying
60e7c5e4-d90a-4c7a-8239-7ea93e1125a2,cyberbullying
6d27518e-d20e-475a-b9ce-375a625ddbe2,not_cyberbullying
5e57918e-3f02-4fbd-a182-3ae4a2cbd0d6,cyberbullying
58300b2a-3437-4190-b7f3-f0cc8fbbe846,not_cyberbullying
66695752-7d03-486a-8964-4beb98b2df9f,not_cyberbullying
b25b9ef8-2492-41d1-8c82-50fbc04711c8,not_cyberbullying
ac9793a0-3148-421c-831d-b00f700510fa,not_cyberbullying
4ee29a0c-7472-4851-8f1b-b7d9cb26f505,cyberbullying
cb7780eb-baad-4d6c-ba5b-e2b70966371d,not_cyberbullying
ca7a664b-8e6b-4374-bc82-8dc28476de04,not_cyberbullying
ef33b1fd-1b39-4d36-9d7c-f72e17840299,not_cyberbullying
7bbd41b4-9505-42d4-8de7-8e0402fd475e,cyberbullying
76c77974-7ec9-4bbf-827d-a3b701a7ffdd,cyberbullying
1cb6e558-3b9d-414d-9cdc-58fa386dd1b2,cyberbullying
49737341-9bb8-4625-b971-1a0fdb1e5fa1,not_cyberbullying
82d7d369-37ae-45ec-ad85-49d0c11d0b72,not_cyberbullying
d24fd6be-7013-4324-a42f-59e66d860130,cyberbullying
b622a836-a2e8-493c-9849-923a12294dea,cyberbullying
d50de761-40ba-4c31-9090-5863b0c7c99f,not_cyberbullying
3d73730f-1fb8-4d81-b49a-76f0a2fe7dbf,cyberbullying
dba34489-9346-47b7-ad1f-1593e1dd23a5,not_cyberbullying
667e391d-33a7-4330-a80e-62ad34e6b1a9,not_cyberbullying
57980d50-cd75-4fac-b7e5-0e2c617eef6e,not_cyberbullying
d0a579e5-e9bf-4337-b768-39b6dc2e7d7c,cyberbullying
888a8f85-06af-49f0-89b8-f21e1b605c3c,not_cyberbullying
